201700,ANSC,30250,Agriculture and Food Science,Equine Genetics,Equine Genetics,5,SEM_2,This module focuses on understanding the contribution of inherited factors to equine traits. In 2007 the horse genome was sequenced. This scientific advance will dramatically alter the face of equine breeding and management. The module encompasses lectures on horse domestication and breed development; genetic variation and comparative genomics of equid species; the development of horse genetic maps; the horse genome sequencing project; genomics tools for equine scientists; disease gene mapping; coat colour genes; equine gene expression; genetic contributions to athletic performance in the horse. The module will also introduce bioinformatics tools useful for equine scientists and will provide students with an opportunity to review a journal article on equine genetics.,"On completion of this module students should be able to: Describe the current knowledge of the when, where and how of horse domestication and breed development. Understand genetic variation in the context of horse breeds and other equid species. Describe the current developments in horse genome mapping and the implications of the horse genome sequencing project for the health and welfare of horses. Describe the projects leading to our understanding of disease genes in the horse. Understand the implications of genes contributing to performance traits. Evaluate the implications of genetics information in the breeding and management of horses. Use on-line bioinformatics tools to browse the horse genome and identify and describe genes of interest."
201700,ANSC,30150,Agriculture and Food Science,Animal Physiology II,Animal Physiology II,5,SEM_2,"This is a module for students with a keen interest in the physiology of domesticated animals. The module gives students a detailed knowledge of some of the physiological systems that regulate animal function. The module will focus on the cardiovascular system, growth and metabolism, immunology, and water and acid-base balance. All aspects will focus on the relationship between structure, function and regulation of activity at the level of the organs, the cells and the molecules that lead to the control homeostasis.
This module is a 7 week module and will be examined during the Spring Break in March.","On completion of this module students should be able to: Explain the function and regulation of body organs at a cellular and molecular level; Discuss the mechanisms by which molecules are transported in, out and through cells; Demonstrate an advanced understanding of how the molecular, physiological, metabolic and endocrine factors regulating basic physiological processes contribute to homeostasis in farm animals; Analyze, interpret, and summarize information on a cell physiology topic."
201700,ANSC,30130,Agriculture and Food Science,"Prins of An Hlth, Behav&W'fare","Principles of Animal Health, Behaviour and Welfare",5,SEM_2,"This is an undergraduate course designed for students who have basic knowledge of animal science. It consists of three components, namely animal health, behaviour and welfare that influence production/reproduction in farm and companion animals.   
The behaviour section deals with observation and analysis of behaviour, innate and learned behaviour; behaviour development; the effect of domestication/intensification on behaviour; ingestive, social, agonistic, sexual, parturient and maternal behaviour. 
The welfare section is designed to give an understanding of the concepts of animal welfare and deals with legislation, historical perspective, ethical considerations, the five freedoms, stress and pain, welfare of farm animals and laboratory animals.  
The health section discusses some of the major diseases and health issues that affect farm animals in Ireland such as neonatal mortality, respiratory disease of the bovine, lameness in cattle and sheep. Emerging diseases and new developments in health management are also covered.

* Please note, coursework for this module requires that students spend time observing a group of animals, constructing an ethogram and writing up a report on their findings. Typically students observe animals on their home farms or visit a farm of a relation or aquaintance. International students may observe a group of animals in Dublin Zoo (all costs including travel to and from the zoo and zoo entrance fee are payable by the student and are non-refundable).","On completion of this module students should be able to:Explain/understand the different forms of animal behaviour.Evaluate management decisions that influence/modify behaviour.Explain the concepts of animal welfare and evaluate the welfare implications of various systems of animal production.	Contribute to the welfare debate on agricultural issues.Apply the principles of disease control and prevention in practical situations and evaluate the economic implications of disease for animal production enterprise.

On successful completion of the Ethogram Report, students will have learned how to design an animal behaviour study, construct an ethogram, statistically analyse the resulting data and report their findings in a scientific manner."
201700,HORT,30380,Agriculture and Food Science,Horticulture Field Studies,Horticulture Field Studies,5,SEM_2,"This Horticulure Field study module is planned to supplement differences in SCAU students knowledge of of horticulture and related industries by providing them with relevant practice, field work, scientific review library projects and visits to horticultural sites in advance of taking stage four modules.   The site visits may include Teagasc research facilities at Ashtown, the National Botanic Gardens, a local golf course, garden centre, greenhouse production unit and distribution unit. 
Due to the particular tailoring of the module for SCAU students it is not suitable for other students to take the module as an elective.","Be familiar with the many aspects of the horticultural industry in Ireland. 
Be conversant with the major scientific horticultural journals. 
Demonstrate an ability to write field visit reports.   
Be aware of how the horticultural profession relates to agriculture, environmental science and science.  
Be aware of how the horticultural industry relates to the food industries and other industries such as tourism"
201700,ANSC,30330,Agriculture and Food Science,Appl Dairy Breeding &Fertility,Applied Dairy Breeding and Fertility,5,SEM_2,"This undergraduate module targets students specialising in Dairy Science, and addresses Animal Breeding and Animal Reproduction.  It consists of theoretical lectures, seminars on current research at Teagasc Food Research Centre, Moorepark, Fermoy, Co. Cork and elsewhere, hands-on practicals and field trips. The specific components of Animal Breeding addressed in this module include: the development of the total merit index for dairy cattle in Ireland and how it can be used in herd breeding programs; consequences of inbreeding and merits of crossbreeding; current hot topics in animal breeding, for example application of molecular tools to breed improvement (e.g. genomic selection). The reproduction component of this module will focus on managing a dairy herd to achieve a compact calving pattern in a spring-calving grass-based system of production.  The specific components of Animal Reproduction addressed will include: puberty in dairy heifers, dry period management, postpartum resumption of cyclicity, incidence and control of anoestrus, incidence and control of uterine infections, body condition score targets for optimum fertility, oestrus detection, synchronisation protocols for cows and heifers, and the use of records to assess herd fertility performance and identify areas for improvement.","On completion of this module students should be able to:Clearly and concisely explain the derivation of the total merit index for dairy cattle in Ireland and how it can be used in a herd breeding programme to maximise genetic gain; Understand the consequences of application of crossbreeding to the Irish dairy industry;Describe how molecular tools, with particular emphasis on genomic selection, can be utilised in national and herd breeding programmes;Outline a comprehensive management programme for cows and heifers in seasonal-calving herds to maximise fertility at subsequent breeding;Describe various targets for fertility measurements, and have a thorough understanding of how to achieve these targets;Describe the principle disorders that negatively impact herd reproductive performance (e.g. anoestrus, uterine infections), know how to identify cows within a herd at risk of these disorders, and outline therapeutic strategies to minimize their impact;  Understand synchrony programmes for cows and heifers.  Examine herd fertility performance by using fertility records to identify problem areas and identifying strategies for improvement."
201700,FDSC,40010,Agriculture and Food Science,Fermented Foods,Fermented Foods,5,SEM_2,"This module will be taken in the stage 4 of the Food Science degree programme. Access to a laptop during class is very important  for in class activities.Attandance during scheduled contact time is a REQUIREMENT. Much of the work/ activities done in classtime will be graded and those absent will not recieve a grade for the work done during a graded session. The module uses a project-led Problem Based Learning approach with a significant group work element. The students will be given a substantial 'real world' group challenge in which they will examine in detail the fermentation processes exploited in selected food systems, the processing steps involved and impact of processing parameters and raw material components on the quality of the finished fermented products. The following structure is typically applied to group work in this module.
a.	Familiarisation with subject area (discipline knowledge). 
b.	Finding a theme/ focus/ question within the problem area.
c.	Resourcing materials to address the specific area chosen.
d.	Sharing information within the group.
e.	Integrating the materials as a group.
f.	Producing a written report.
g.	Presenting findings to the class.

The teaching is delivered as a blended Flipped classroom in which students are given access to the lecture material to study and then class time is spent undertaking group and individual assignments to determine the efficacy of autonomous learning. There will also be a 'seen'/ open book  written examination during week 12.

This module will contribute to the development of the following COMPETENCIES that are CORE to your development as a professional in Food Science

-FOOD SAFETY and MICROBIOLOGY:
This module will allow students explore the use of beneficial microorganisms in food systems, and determine the influence of the food system characteristics and processing parameters on the growth survival and control of microorganisms. In particular they will study the principles involving food preservation using fermentation processes, understand the intrinsic and extrinsic factors that affect the growth response of microorganisms in selected fermented food systems. Students will also undertake to prepare a HACCP plan to determine Critical Control Points that will control pathogenic microorganisms in selected fermented food products.

-FOOD PROCESSING and ENGINEERING:
This module requires the student to integrate knowledge gained from other course modules and apply it to a fermented food context. In this way students are expected to understand the variablility inherent in raw materials and how they impact the production and quality of fermented foods. They should know the principles that make a fermented food product safe to consume and will explore the specific processing techniques and effect of processing parameters on the fermented product quality. The group project will provide scope for the students to explore the use  packaging cleaning and sanitation and waste management in the production of a selected fermented food

- SUCCESS SKILLS
This module will take a multimedia approach to develop students written and oral communication skills. Students will demonstrate Scientific writing skills, produce technical reports and communicate technical information to a non-technical audience using a variety of media platforms.
Students will have an opportunity to develop critical thinking and problem solving skills through the problem based learning group project. The group work skills will ensure students begin to practice skils that will allow them work effectively with others, in a professional manner in an environment of mutual respect, provide leadership, deal with conflict, use library resources effectively and screen appropriate on-line resources, manage time effectively and multitask efficiently.","On completion of this module students should be able to: 
1.	Work in a team setting to identify individual and group learning issues and to resolve those learning issues autonomously.
2.	Find, analyse and evaluate peer reviewed articles and other appropriate resources and employ this material to address authentic problems in the fermented food industry, from a national and international perspective.
3.	 Effectively communicate the results of their research to their peers, the public and academic staff through a range of media.
4.	Critically reflect on their progress and performance through a learning portfolio, and to evaluate their own performance and that of their peers fairly and accurately. 
5..Determine the appropriate process to produce safe fermented foods and evaluate how changes in raw materials, process parameters and microflora affect the final quality of this product.




"
201700,FDSC,40020,Agriculture and Food Science,Food Ingredients,Food Ingredients,5,SEM_2,This module focuses on food ingredients of greatest commercial interest in the current marketplace. The ingredients selected for study include: dairy ingredients; ingredients to formulate low calorie products including emulsifiers and functional ingredients with associated health benefits. Factors affecting the functions and applications of these ingredients in food products are examined. There is an emphasis on how food processing influences the end functionality of an ingredient. The module also focuses on the formulation/development of food products with these ingredients and the challenge of developing foods with health benefits.,"On completion of this module students should be able to: Explain the functions of selected ingredients in food products; Evaluate the impact of processing and end product environment on the functionality of selected ingredients; Formulate end products using selected ingredients. Discuss the challenges associated with the development of food ingredients and foods with health benefits.
This module will contribute to the following competencies that are core to your development as a professional in Food Science:
�	Chemistry of changes occurring during processing, storage and utilization
�	Methods and techniques of qualitative and quantitative physical and chemical analyses of food and food ingredients.
�	Integration and application of food science principles (food chemistry, microbiology, engineering/processing, nutrition)
�	Computer skills 
�	Quality assurance 
�	Current issues in food science 
�	Food regulations 
�	Communication skills (i.e., oral and written communication)
�	Critical thinking/problem solving skills (i.e., creativity, common sense, resourcefulness, scientific   reasoning, analytical thinking)
�	Interaction skills (i.e., teamwork, mentoring, leadership, networking, interpersonal skills)
�	Information acquisition skills (i.e.electronic searches, databases, Internet, etc.)
�	Organizational skills (i.e., time management, project management)


"
201700,FDSC,40040,Agriculture and Food Science,Food Process Technology II,Food Process Technology II,5,SEM_2,"This module will give Food Science students foundation knowledge of key non preservative physical operations used in the processing of foods. The module is intended to underpin other commodity-based modules in the Food Science programme (i.e. Food Ingredients, Fresh and Processed Meat Products I, Milk and Dairy Products and Fermented Foods), which largely focus on chemical aspects of food products and their processing. The module considers the theory and equipment used in the main separation (e.g. evaporation, crystallisation, filtration and centrifugation) and combination (e.g. mixing and emulsification) operations used in food processing.

This module will contribute to the development of the following COMPETENCIES that are CORE to your development as a professional in Food Science
�	Food processing and engineering (with particular reference to Engineering principles including mass and energy balances, thermodynamics, fluid flow, and heat and mass transfer, Principles of food processing techniques, Cleaning and sanitation)
�	Applied food science (with particular reference to Integration and application of food science principles (food chemistry, microbiology, engineering/processing, etc.), Computer skills, Current issues in food science)
�	Success skills (with particular reference to Communication skills (i.e., oral and written communication, listening, etc.), Interaction skills (i.e., teamwork, interpersonal skills, etc.), Information acquisition skills (i.e., written and electronic searches, databases, Internet, etc.), Organizational skills (e.g. time management))
","On completion of this module students should be able to:explain the principles behind evaporation, centrifugation, filtration, crystallisation & emulsification examine the principle of operation of a range of equipment for each unit operation apply knowledge to select the most suitable equipment for specific products or situations compare and contrast various items of equipment suitable for processing specific productscalculate the correct answer and units following relatively complex mathematical calculations representative of those which they might be required to perform in an industrial environment"
201700,FDSC,40150,Agriculture and Food Science,Global Food Sector,Introduction to the National and Global Food Sector,5,SEM_2,"This module will introduce food scientists to the principle business aspects of the food Industry on the national and global scale. This is done through a series of lectures, working groups and interactive discussions. To use case studies and speakers working in relevant industrial settings to demonstrate the relevancy of theoretical elements.","Students completing the module should understand:
Global development in agriculture and food,
Consumer behaviour,
Projections in the food sector until 2016,
New product development, 
Strategory management in the retail sector,
Cooperatives and entrepreneurship in the food sector and
Strategic marketing of food and nutrition."
201700,FDSC,40250,Agriculture and Food Science,Hot topics,Hot Topics in Food and Nutrition Research,5,SEM_2,"To give students in the food and nutrition area an appreciation of the key issues and dvevelopment in other diverse sections of the agri food sector including public health nutrition, clinical nutrition, food science and food safety. To introduce students to areas they may be less familiar with in this sector and explore how the areas integrate and overlap. To improve their knowledge of other area and by doing so increase their skills and develop links with other researchers.This module is only open to participants in the Food Graduate Development Programme (FGDP). Full attendance is mandatory.","Students will have developed an awareness of of other areas of research within the agri food sectorStudents will be informed on important current developments in scientific research and have developed a capacity to assess the implication of this research.Students will have a developed, critical understanding of the factors shaping the key area of research in the food, nutrition and health arena, nationally and internationally."
201700,AESC,30160,Agriculture and Food Science,Agrichemicals and Environment,Agrichemicals and the Environment,5,SEM_2,"This module provides an introduction to the use of agrichemicals for the control of pest, disease and weed problems in agricultural systems.  Specific attention will be given to the use of: insecticides, fungicides, herbicides, preventative and therapeutic livestock products.  The module stresses the environmental consequences of over-reliance on such inputs, procedures to regulate use and developments to integrate such use into environmentally sustainable production systems.  Topics include the types, properties and modes of action of the products used, their formulation and methods of application.  The module will stress the ecological problems and environmental hazards associated with use, including target resistance, food residues, non-target impacts, generation of secondary problems and accumulation in the wider environment.  A brief overview of alternative, non-chemical control strategies - cultural, physical and biological - will also be given and the principles and concepts of the Integrated Management of crop and livestock production systems will be introduced.  Places on this module are limited (50) due to constraints in relation to student project supervision. NOTE: THIS MODULE IS TAUGHT OVER 7-WEEKS AND THE TIMETABLED WRITTEN EXAMINATION HELD AT THE SPRING BREAK IN MARCH.","On completion of this module students should be able to:- Describe the nature and properties of pesticides and animal health products used in agriculture, the problems associated with their practical use and regulation of their development. - Explain the essential role of such inputs into crop and animal production systems.- Outline the wider ecological and environmental consequences of over-reliance and dependence on the use of agrichemicals to control pest problems.- Describe the value, and explain the principles, of alternative control methods and the wider aims of the Integrated Management of crop and livestock production systems."
201700,ANSC,20030,Agriculture and Food Science,Principles of Animal Science,Principles of Animal Science,5,SEM_2,"This module is intended for students other than those registered to the following majors: Animal Science, Animal and Crop Production, Dairy Business and Agricultural Sciences (Omnibus).  It is designed to give an overview of the principles of Animal Science and their application in the major systems of animal production in Ireland. The key principles and concepts dealing with animal breeding and the genetic improvement of farm animals; effect of management on the composition and quality of animal derived food product; animal nutrition and feeding; reproductive physiology; and animal health, behaviour, and welfare will be outlined.  The following aspects of the main animal production enterprises in Ireland will be addressed: organisation and management of the production systems at farm level; seasonality of production; product quality; factors affecting farm profitability and environmental aspects of animal production.","On completion of this module students should be able to:Explain, at an introductory level, the principles and concepts of the main disciplines in Animal Science and indicate how they are applied in animal production in Ireland;Describe the main features of animal production systems in Ireland;Explain the rationale and justification for the main features of the production systems;Access the main sources of information on systems of animal production in Ireland."
201700,AESC,30230,Agriculture and Food Science,"Climate, Carbon and Soil","Climate, Carbon and Soil",5,SEM_2,"This module provides an overview of the challenges that climate change presents to agricultural production systems. An initial introduction to agro-meteorology will provide an illustrated overview of the influence of weather on agricultural systems and productivity.  Topics such as the measurement of major climatic variables, the influence of these variables on crop growth and animal production, and the role of Met Eireann in weather forecasting, the provision of agricultural risk warnings and agri-meteorological research, will be covered.  The current evidence for climate change and its likely consequences at global, EU and Irish scales will be explored. The major anthropogenic greenhouse gases (GHGs) produced by agriculture and other forms of land use will be covered.  The importance of soils as both potential sources and sinks of GHGs will be explained.  Options to mitigate GHG emissions from agriculture, and for climate change adaptation, will be explored.  Note that this module runs over the first 7 weeks of Semester 2 (mid-January to early March) and has a formal written exam during the two-week Field Work Break (mid-March).


","On completion of this module students should be able to (i) understand the basis and value of agro-meteorological forecasting, (ii) describe the major trends in global climate change in relation to available evidence, (iii) understand the importance and implications of soil management and land use for climate change, (iv) identify the likely consequences of climate change on agriculture systems with an EU and Irish context, and (v) be familiar with current climate change legislation and policy designed to mitigate the contribution of agriculture to greenhouse gas emissions and enhance carbon sequestration.  In addition students should have improved transferable skills such as (i) ability to critically review and summarise scientific information, (ii) work effectively in a group, and (iii) communicate results effectively to an audience."
201700,FDSC,30050,Agriculture and Food Science,Food Chemistry II,Food Chemistry II,5,SEM_2,"This module focuses on food carbohydrates and lipids, with emphasis on relationships between their structure and functional properties in their modified and unmodified states. The module emphasises how processing, storage, cooking, enzymatic treatment and use of additives alters the molecular interactions occurring in these food components. Selected food systems are used to demonstrate the structure function relationships and molecular interactions e.g. sugars, starches, pectins, marine/plant/microbial gums, vegetable and animal fats. Food components, which have a major influence on the sensory properties of foods including pigments and flavours are also examined. This module is taught in the first seven weeks of the semester and is examined at the end of this period (March Break).

This module will contribute to the development of the following COMPETENCIES that are CORE to your development as a professional in Food Science.
�	Food Chemistry and analysis: Structure and properties of food components, including water, carbohydrates, protein, lipids, other nutrients and food additives; Chemistry of changes occurring during processing, storage and utilization; Principles, methods, and techniques of qualitative and quantitative physical, chemical, and biological analyses of food and food ingredients.
�	Food processing and engineering: Characteristics of raw food material.
�	Applied food science: Integration and application of food science principles (food chemistry, microbiology, engineering/processing, etc.); Computer skills; Quality assurance ; Current issues in food science. 
�	Success skills: Communication skills; Critical thinking/problem solving skills; Information acquisition skills; Interaction skills; Organizational skills.

","Describe the structure, functions and food applications of selected monosaccharides, disaccharides and polysaccharides.Differentiate lipids on the basis of their fatty acid profile and discuss the physical properties and chemical deterioration of lipids.Discuss compounds contributing to the taste, aroma and colour of foods.Perform commonly used laboratory techniques to assess the properties of food carbohydrates, lipids and colours."
